player_name,country,points,position,year,instagram_followers,youtube_subscribers,tiktok_followers,twitter_followers,wikipedia_views,fact_player_pk
Margarida Fernandes,POR,314,04,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5954
Helena Wyckaert,BEL,178,04,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5955
Margarida Fernandes,POR,178,04,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5956
Helena Wyckaert,BEL,136,04,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5957
Margarida Fernandes,POR,119,04,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5958
Helena Wyckaert,BEL,104,04,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5959
Alba Perez Momha,ESP,311,09,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5960
Lucia Garcia Trella,ESP,114,09,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5961
Alba Perez Momha,ESP,114,09,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5962
Lucia Garcia Trella,ESP,197,09,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5963
Alba Perez Momha,ESP,114,09,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5964
Lucia Garcia Trella,ESP,109,09,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5965
Alicia Alegre,ESP,292,31,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5966
Aida Martinez,ESP,135,31,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5967
Alicia Alegre,ESP,135,31,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5968
Aida Martinez,ESP,157,31,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5969
Alicia Alegre,ESP,108,31,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5970
Aida Martinez,ESP,131,31,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5971
Carla Touly,FRA,245,79,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5972
Charlotte Soubrie,FRA,161,79,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5973
Carla Touly,FRA,161,79,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5974
Charlotte Soubrie,FRA,161,79,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5975
Carla Touly,FRA,161,79,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5976
Charlotte Soubrie,FRA,279,79,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5977
Valentina Tommasi,ITA,110,28,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5978
Caterina Baldi,ITA,128,28,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5979
Valentina Tommasi,ITA,110,28,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5980
Caterina Baldi,ITA,128,28,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5981
Valentina Tommasi,ITA,110,28,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5982
Caterina Baldi,ITA,128,28,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5983
Valentina Tommasi,ITA,110,28,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5984
Caterina Baldi,ITA,128,28,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5985
Valentina Tommasi,ITA,110,28,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5986
Caterina Baldi,ITA,128,28,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5987
Valentina Tommasi,ITA,110,28,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5988
Caterina Baldi,ITA,128,28,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5989
Francesca Ligotti,ITA,237,30,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5990
Bruna Albuquerque,POR,144,30,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5991
Francesca Ligotti,ITA,144,30,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5992
Bruna Albuquerque,POR,116,30,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5993
Francesca Ligotti,ITA,116,30,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5994
Bruna Albuquerque,POR,130,30,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5995
Victoria Kurz,GER,206,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5996
Denise Hoefer,GER,122,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5997
Victoria Kurz,GER,122,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5998
Denise Hoefer,GER,125,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,5999
Victoria Kurz,GER,125,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6000
Denise Hoefer,GER,125,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6001
Ares Llobera,ESP,192,37,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6002
Maite Cano,ESP,137,37,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6003
Ares Llobera,ESP,137,37,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6004
Maite Cano,ESP,137,37,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6005
Ares Llobera,ESP,137,37,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6006
Maite Cano,ESP,137,37,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6007
Tia Norton,GBR,142,69,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6008
Rosalie Van Der Hoek,NL,134,69,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6009
Tia Norton,GBR,134,69,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6010
Rosalie Van Der Hoek,NL,169,69,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6011
Tia Norton,GBR,134,69,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6012
Rosalie Van Der Hoek,NL,169,69,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6013
Janine Hemmes,NL,123,45,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6014
Avalon Segou Jonker,NL,165,45,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6015
Janine Hemmes,NL,165,45,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6016
Avalon Segou Jonker,NL,142,45,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6017
Janine Hemmes,NL,165,45,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6018
Avalon Segou Jonker,NL,142,45,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6019
Janine Hemmes,NL,112,45,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6020
Avalon Segou Jonker,NL,169,45,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6021
Janine Hemmes,NL,169,45,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6022
Avalon Segou Jonker,NL,145,45,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6023
Janine Hemmes,NL,169,45,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6024
Avalon Segou Jonker,NL,145,45,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6025
Sandra Oliveras,ESP,109,96,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6026
Jana Montes,ESP,286,96,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6027
Sandra Oliveras,ESP,286,96,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6028
Jana Montes,ESP,196,96,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6029
Sandra Oliveras,ESP,286,96,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6030
Jana Montes,ESP,196,96,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6031
Valentina Scaringi,ITA,257,19,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6032
Elsa Rebecca Terranova,ITA,219,19,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6033
Valentina Scaringi,ITA,257,19,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6034
Elsa Rebecca Terranova,ITA,219,19,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6035
Valentina Scaringi,ITA,257,19,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6036
Elsa Rebecca Terranova,ITA,219,19,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6037
Tessa Nikkelen,NL,287,19,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6038
Tess De Vocht,NL,219,19,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6039
Tessa Nikkelen,NL,287,19,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6040
Tess De Vocht,NL,219,19,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6041
Tessa Nikkelen,NL,287,19,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6042
Tess De Vocht,NL,219,19,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6043
Melissa Martin,FRA,224,08,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6044
Louise Bahurel,FRA,508,08,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6045
Melissa Martin,FRA,224,08,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6046
Louise Bahurel,FRA,508,08,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6047
Melissa Martin,FRA,224,08,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6048
Louise Bahurel,FRA,508,08,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6049
Ariana Sanchez,ESP,2023,1,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6050
Paula Josemaria,ESP,26080,1,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6051
Ariana Sanchez,ESP,26080,1,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6052
Paula Josemaria,ESP,13040,1,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6053
Ariana Sanchez,ESP,26080,1,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6054
Paula Josemaria,ESP,13040,1,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6055
Gemma Triay,ESP,26080,4,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6056
Marta Ortega,ESP,13040,4,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6057
Gemma Triay,ESP,13040,4,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6058
Marta Ortega,ESP,13040,4,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6059
Gemma Triay,ESP,19440,4,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6060
Marta Ortega,ESP,10880,4,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6061
Beatriz Gonzalez,ESP,19440,7,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6062
Delfina Brea,ARG,10880,7,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6063
Beatriz Gonzalez,ESP,10880,7,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6064
Delfina Brea,ARG,8560,7,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6065
Beatriz Gonzalez,ESP,15490,7,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6066
Delfina Brea,ARG,8040,7,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6067
Alejandra Salazar,ESP,15490,9,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6068
Sofia Araujo,POR,8040,9,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6069
Alejandra Salazar,ESP,8040,9,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6070
Sofia Araujo,POR,7450,9,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6071
Alejandra Salazar,ESP,10850,9,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6072
Sofia Araujo,POR,6730,9,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6073
Tamara Icardo,ESP,10850,8,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6074
Virginia Riera,ARG,6730,8,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6075
Tamara Icardo,ESP,6730,8,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6076
Virginia Riera,ARG,4120,8,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6077
Tamara Icardo,ESP,7970,8,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6078
Virginia Riera,ARG,3750,8,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6079
Aranzazu Osoro,ARG,7970,10,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6080
Jessica CastellÃ²,ESP,3750,10,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6081
Aranzazu Osoro,ARG,3750,10,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6082
Jessica CastellÃ²,ESP,4220,10,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6083
Aranzazu Osoro,ARG,7135,10,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6084
Jessica CastellÃ²,ESP,3415,10,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6085
Lucia Sainz,ESP,7135,15,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6086
Patricia Llaguno,ESP,3415,15,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6087
Lucia Sainz,ESP,3415,15,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6088
Patricia Llaguno,ESP,3720,15,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6089
Lucia Sainz,ESP,5850,15,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6090
Patricia Llaguno,ESP,3135,15,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6091
Claudia Jensen,ARG,5850,18,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6092
Veronica Virseda,ESP,3135,18,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6093
Claudia Jensen,ARG,3135,18,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6094
Veronica Virseda,ESP,2715,18,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6095
Claudia Jensen,ARG,5800,18,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6096
Veronica Virseda,ESP,3090,18,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6097
Alix Collombon,FRA,5800,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6098
Lorena Rufo,ESP,3090,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6099
Alix Collombon,FRA,3090,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6100
Lorena Rufo,ESP,2710,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6101
Alix Collombon,FRA,3405,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6102
Lorena Rufo,ESP,1395,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6103
Alix Collombon,FRA,3405,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6104
Lorena Rufo,ESP,1395,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6105
Alix Collombon,FRA,1395,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6106
Lorena Rufo,ESP,2010,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6107
Alix Collombon,FRA,1395,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6108
Lorena Rufo,ESP,2010,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6109
Alix Collombon,FRA,2949,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6110
Lorena Rufo,ESP,1539,25,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6111
Carmen Goenaga,ESP,2949,26,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6112
Lucia Martinez,ESP,1539,26,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6113
Carmen Goenaga,ESP,1539,26,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6114
Lucia Martinez,ESP,1410,26,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6115
Carmen Goenaga,ESP,2820,26,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6116
Lucia Martinez,ESP,1440,26,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6117
Marta Talavan,ESP,2820,24,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6118
Nuria Rodriguez,ESP,1440,24,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6119
Marta Talavan,ESP,1440,24,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6120
Nuria Rodriguez,ESP,1380,24,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6121
Marta Talavan,ESP,2683,24,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6122
Nuria Rodriguez,ESP,1268,24,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6123
Carolina Orsi,ITA,2683,34,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6124
Carla Mesa,ESP,1268,34,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6125
Carolina Orsi,ITA,1268,34,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6126
Carla Mesa,ESP,1415,34,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6127
Carolina Orsi,ITA,2458,34,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6128
Carla Mesa,ESP,1325,34,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6129
Beatriz Caldera,ESP,2458,31,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6130
Ana Catarina Nogueira,POR,1325,31,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6131
Beatriz Caldera,ESP,1325,31,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6132
Ana Catarina Nogueira,POR,1133,31,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6133
Beatriz Caldera,ESP,2420,31,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6134
Ana Catarina Nogueira,POR,1150,31,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6135
Marina Martinez Lobo,ESP,2420,30,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6136
Carolina Navarro,SWE,1150,30,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6137
Marina Martinez Lobo,ESP,1150,30,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6138
Carolina Navarro,SWE,1270,30,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6139
Marina Martinez Lobo,ESP,2394,30,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6140
Carolina Navarro,SWE,1138,30,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6141
Araceli Martinez,ESP,2394,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6142
Sara Ruiz,ESP,1138,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6143
Araceli Martinez,ESP,1138,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6144
Sara Ruiz,ESP,1256,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6145
Araceli Martinez,ESP,2023,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6146
Sara Ruiz,ESP,918,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6147
Araceli Martinez,ESP,2023,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6148
Sara Ruiz,ESP,918,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6149
Araceli Martinez,ESP,918,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6150
Sara Ruiz,ESP,1105,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6151
Araceli Martinez,ESP,918,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6152
Sara Ruiz,ESP,1105,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6153
Araceli Martinez,ESP,1714,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6154
Sara Ruiz,ESP,853,39,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6155
Noa Canovas,ESP,1714,56,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6156
Jimena Velasco,ESP,853,56,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6157
Noa Canovas,ESP,853,56,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6158
Jimena Velasco,ESP,861,56,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6159
Noa Canovas,ESP,1683,56,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6160
Jimena Velasco,ESP,838,56,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6161
Mari Carmen Villalba,ESP,1683,57,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6162
Ana Fernandez De OssÃ²,ESP,838,57,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6163
Mari Carmen Villalba,ESP,838,57,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6164
Ana Fernandez De OssÃ²,ESP,845,57,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6165
Mari Carmen Villalba,ESP,1650,57,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6166
Ana Fernandez De OssÃ²,ESP,978,57,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6167
Melania Merino,ESP,1650,47,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6168
Marta Barrera,ESP,978,47,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6169
Melania Merino,ESP,978,47,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6170
Marta Barrera,ESP,672,47,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6171
Melania Merino,ESP,1623,47,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6172
Marta Barrera,ESP,1003,47,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6173
Melania Merino,ESP,1623,47,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6174
Marta Barrera,ESP,1003,47,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6175
Melania Merino,ESP,1003,47,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6176
Marta Barrera,ESP,620,47,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6177
Melania Merino,ESP,1003,47,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6178
Marta Barrera,ESP,620,47,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6179
Melania Merino,ESP,1596,47,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6180
Marta Barrera,ESP,856,47,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6181
Lara Arruabarrena,ESP,1596,40,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6182
Sofia Saiz,ESP,856,40,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6183
Lara Arruabarrena,ESP,856,40,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6184
Sofia Saiz,ESP,740,40,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6185
Lara Arruabarrena,ESP,1510,40,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6186
Sofia Saiz,ESP,727,40,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6187
Lara Arruabarrena,ESP,1510,40,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6188
Sofia Saiz,ESP,727,40,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6189
Lara Arruabarrena,ESP,727,40,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6190
Sofia Saiz,ESP,783,40,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6191
Lara Arruabarrena,ESP,1402,40,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6192
Sofia Saiz,ESP,624,40,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6193
Carlotta Casali,ITA,1402,60,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6194
Emily Stellato,ITA,624,60,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6195
Carlotta Casali,ITA,624,60,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6196
Emily Stellato,ITA,778,60,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6197
Carlotta Casali,ITA,1383,60,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6198
Emily Stellato,ITA,726,60,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6199
Ariadna CaÃ±ellas,ESP,1383,68,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6200
Noemi Aguilar,ESP,726,68,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6201
Ariadna CaÃ±ellas,ESP,726,68,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6202
Noemi Aguilar,ESP,657,68,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6203
Ariadna CaÃ±ellas,ESP,1317,68,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6204
Noemi Aguilar,ESP,631,68,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6205
Ariadna CaÃ±ellas,ESP,1317,68,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6206
Noemi Aguilar,ESP,631,68,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6207
Ariadna CaÃ±ellas,ESP,631,68,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6208
Noemi Aguilar,ESP,686,68,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6209
Ariadna CaÃ±ellas,ESP,631,68,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6210
Noemi Aguilar,ESP,686,68,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6211
Ariadna CaÃ±ellas,ESP,1235,68,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6212
Noemi Aguilar,ESP,663,68,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6213
Sara Pujals,ESP,1235,61,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6214
Arantxa Soriano,ESP,663,61,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6215
Sara Pujals,ESP,663,61,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6216
Arantxa Soriano,ESP,572,61,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6217
Sara Pujals,ESP,1162,61,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6218
Arantxa Soriano,ESP,572,61,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6219
Chiara Pappacena,ITA,1162,71,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6220
Giorgia Marchetti,ITA,572,71,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6221
Chiara Pappacena,ITA,572,71,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6222
Giorgia Marchetti,ITA,590,71,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6223
Chiara Pappacena,ITA,1003,71,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6224
Giorgia Marchetti,ITA,473,71,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6225
Agueda Perez,ESP,1003,00,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6226
Patricia Martinez,ESP,473,00,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6227
Agueda Perez,ESP,473,00,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6228
Patricia Martinez,ESP,530,00,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6229
Agueda Perez,ESP,473,00,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6230
Patricia Martinez,ESP,530,00,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6231
Agueda Perez,ESP,1200,00,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6232
Patricia Martinez,ESP,680,00,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6233
Agueda Perez,ESP,1200,00,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6234
Patricia Martinez,ESP,680,00,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6235
Agueda Perez,ESP,1200,00,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6236
Patricia Martinez,ESP,680,00,2023,no verified account,no verified account,no verified account,no verified account,no verified account,6237
